JARVIS-ID,Formula,Spacegroup,Atom,Wycoff,Diag_Vxx,Diag_Vyy,Diag_Vzz,Eta,VASP_Vxx,VASP_Vxy,VASP_Vxz,VASP_Vyy,VASP_Vyz,VASP_Vzz
JVASP-1035,Tm,194,Tm,c,-3.2231,-3.2248,6.4479,0.000263652,-3.2248,0,0,-3.2231,0,6.4479
JVASP-1037,U,63,U,c,5.5163,31.5206,-37.0369,0.702118698,31.5206,0,0,-37.0369,0,5.5163
JVASP-1038,U,63,U,c,7.3901,32.5835,-39.9736,0.630250966,32.5835,-0.001,0,-39.9736,0,7.3901
JVASP-1039,U,63,U,c,35.1004,2.5066,-37.6069,0.867,35.1004,0,0,-37.6069,0,2.5066
JVASP-104,TiO2,141,Ti,a,-0.6085,-0.6085,1.2169,0,-0.6085,0,0,-0.6085,0,1.2169
JVASP-104,TiO2,141,O,e,-0.551,-1.0282,1.5792,0.302178318,-1.0282,0,0,1.5792,0,-0.551
JVASP-1041,V,229,V,a,0,0,0,0.578,0,0,0,0,0,0
JVASP-1044,W,229,W,a,0,0,0,0,0,0,0,0,0,0
JVASP-10465,F4Pt,43,F,b,-15.5093,-15.835,31.3442,0.010391077,-8.7657,-10.5649,12.7262,1.0347,-19.861,7.731
JVASP-10465,F4Pt,43,Pt,a,-0.9112,-3.5715,4.4826,0.593472538,0.634,-0.1602,3.0619,-2.2313,1.8636,1.5973
JVASP-1048,Xe,2,Xe,a,2.0462,0.4028,-2.449,0.671,-2.0153,-0.9115,-0.5321,0.0828,-0.3976,1.9325
JVASP-10487,Li4O5Np,87,Li,h,-0.0018,-0.0225,0.0243,0.851851852,0.0181,0.0043,0.0132,-0.0143,-0.0092,-0.0038
JVASP-10487,Li4O5Np,87,O,b,-0.7822,-0.7827,1.5649,0.000319509,1.1456,-0.0006,0.8991,-0.7826,0,-0.363
JVASP-10487,Li4O5Np,87,O,h,0.7782,0.8583,-1.6365,0.048945921,0.4538,0.4506,0.6955,0.2588,-0.966,-0.7125
JVASP-10487,Li4O5Np,87,Np,a,-1.1302,-1.1356,2.2659,0.002383159,1.6511,0.0227,1.3082,-1.1325,0.0077,-0.5185
JVASP-1049,Y,194,Y,c,-1.6004,-1.6008,3.2012,0.000124953,-1.6004,0,0,-1.6008,0,3.2012
JVASP-1050,Y,194,Y,c,-1.7562,-1.7566,3.5128,0.000113869,-1.7564,0.0002,0,-1.7564,0,3.5128
JVASP-1051,Y,194,Y,c,-1.7841,-1.7834,3.5675,0,-1.7834,0,0,-1.7841,0,3.5675
JVASP-1053,Yb,225,Yb,a,0,0,0,0.126,0,0,0,0,0,0
JVASP-10532,Ag2HgS2,14,Ag,e,-0.6265,-11.2924,11.9189,0.894872849,-3.7837,-8.9262,-0.2409,2.5416,6.64,1.2421
JVASP-10532,Ag2HgS2,14,Hg,a,29.3008,31.5515,-60.8523,0.036986277,13.3723,-21.7975,-27.3808,-0.5098,-37.1675,-12.8626
JVASP-10532,Ag2HgS2,14,S,e,-3.5076,-6.0525,9.5601,0.266200144,-1.8779,-4.6631,-3.2299,0.1421,5.8914,1.7357
JVASP-10536,LiO3As,148,Li,c,-0.0289,-0.0289,0.0579,0,-0.0136,0.0103,0.0315,-0.0221,0.0211,0.0357
JVASP-10536,LiO3As,148,O,f,1.003,10.8472,-11.8502,0.830720157,7.3137,-5.0106,-0.7769,0.0209,7.0847,-7.3347
JVASP-10536,LiO3As,148,As,c,-0.9227,-0.9227,1.8454,0,-0.4339,0.3271,1.0035,-0.7038,0.6715,1.1377
JVASP-10541,P2K2Ni,63,P,g,-2.3675,-3.4509,5.8184,0.186202392,-2.3675,0,0,0.6988,-4.6092,1.6687
JVASP-10541,P2K2Ni,63,K,c,-0.2393,-1.7985,2.0378,0.765138875,-0.2393,0,0,-1.1017,1.4791,1.341
JVASP-10541,P2K2Ni,63,Ni,a,0.9067,2.4292,-3.3359,0.456398573,-1.3903,-1.1618,-2.4661,0.8294,-0.1635,0.5609
JVASP-10542,K2NiAs2,63,K,c,-0.441,-1.4395,1.8805,0.530975804,-0.441,0,0,1.2663,-1.2891,-0.8253
JVASP-10542,K2NiAs2,63,Ni,a,2.5666,2.5807,-5.1473,0.0027393,-2.3983,-1.589,-3.3352,2.0703,-1.0723,0.328
JVASP-10542,K2NiAs2,63,As,g,-8.4662,-8.8419,17.3081,0.0217066,-8.4662,0,0,16.8403,-3.4661,-8.3741
JVASP-1055,Zn,194,Zn,c,-2.2864,-2.2873,4.5737,0.000196777,-2.2864,0,0,-2.2873,0,4.5737
JVASP-1056,Zn,194,Zn,d,-2.8116,-2.8119,5.6234,5.33E-05,-2.8116,0,0,-2.8119,0,5.6234
JVASP-1057,Zn,194,Zn,c,-2.1803,-2.1801,4.3604,0,-2.1801,0,0,-2.1803,0,4.3604
JVASP-10573,CO3Zn,167,C,a,-1.7146,-1.7146,3.4291,0,-0.9106,0.5267,1.7921,-1.3695,1.1741,2.2801
JVASP-10573,CO3Zn,167,O,e,0.2141,11.6517,-11.8658,0.963913095,-8.5187,7.8053,-2.0055,6.3971,-3.7898,2.1216
JVASP-10573,CO3Zn,167,Zn,b,0.4604,0.4605,-0.921,0.000108578,0.2446,-0.1415,-0.4813,0.3677,-0.3153,-0.6124
JVASP-1058,Zr,194,Zr,d,-1.9473,-1.9474,3.8946,2.57E-05,-1.9474,0,0,-1.9473,0,3.8946
JVASP-10586,O3AgTa,167,O,e,0.624,0.647,-1.271,0.018095987,0.4922,-0.44,-0.235,-0.7024,-0.7569,0.2102
JVASP-10586,O3AgTa,167,Ag,a,-2.1224,-2.1224,4.2448,0,-0.7276,0.982,2.4436,-1.4309,1.7205,2.1585
JVASP-10586,O3AgTa,167,Ta,b,0.4183,0.4193,-0.8376,0.001193887,0.1436,-0.194,-0.4819,0.2827,-0.3394,-0.4263
JVASP-1059,Zr,194,Zr,c,-1.7498,-1.7505,3.5004,0.000199977,-1.7498,0,0,-1.7505,0,3.5004
JVASP-1060,Zr,194,Zr,d,-1.8168,-1.8168,3.6337,0,-1.8168,0,0,-1.8168,0,3.6337
JVASP-10638,SnO2,166,Sn,a,-6.8156,-6.8158,13.6314,1.47E-05,6.8157,-7.8701,-5.565,-2.272,3.2129,-4.5437
JVASP-10638,SnO2,166,O,c,3.5474,3.5529,-7.1003,0.000774615,-3.5456,4.1015,2.9002,1.1812,-1.6731,2.3644
JVASP-10662,Na2S2Pd,36,Na,a,-0.1005,-0.6477,0.7482,0.731355253,0.7482,0,0,-0.3178,0.2678,-0.4304
JVASP-10662,Na2S2Pd,36,S,a,3.4971,6.2505,-9.7477,0.282466633,6.2505,0,0,-4.9259,6.3729,-1.3246
JVASP-10662,Na2S2Pd,36,Pd,a,1.0088,1.6416,-2.6504,0.238756414,-2.6504,0,0,1.1524,0.2651,1.498
JVASP-10663,Na2S2Pt,36,Na,a,-0.0057,-0.3275,0.3332,0.965786315,-0.0057,-0.0001,0,-0.3207,-0.0667,0.3264
JVASP-10663,Na2S2Pt,36,S,a,2.5238,8.1369,-10.6607,0.526522649,8.1369,0,0,-6.2191,6.2316,-1.9178
JVASP-10663,Na2S2Pt,36,Pt,a,-6.3561,-21.6368,27.9929,0.545877705,-21.6368,-0.0001,0,16.8251,16.0898,4.8117
JVASP-10666,B2C2Ca,140,B,h,-1.321,-1.8929,3.2139,0.177945798,-0.9438,-1.3589,-1.2979,0.0528,1.8584,0.891
JVASP-10666,B2C2Ca,140,C,h,-1.268,-1.9294,3.1974,0.20685557,-0.6239,-0.9223,-1.4673,0.0525,2.1009,0.5714
JVASP-10666,B2C2Ca,140,Ca,a,0.1859,0.186,-0.3719,0.000268889,0.0923,0.1341,0.1596,-0.0062,-0.2287,-0.0861
JVASP-1067,Bi2Se3,166,Bi,c,-0.9459,-0.946,1.892,5.29E-05,-0.8222,0.0736,0.575,-0.9021,0.3422,1.7243
JVASP-1067,Bi2Se3,166,Se,a,-3.3467,-3.3467,6.6934,0,-2.9087,0.2607,2.0342,-3.1915,1.2108,6.1002
JVASP-1067,Bi2Se3,166,Se,c,1.2778,1.2779,-2.5557,3.91E-05,1.1106,-0.0996,-0.7767,1.2186,-0.4623,-2.3292
JVASP-1068,Bi2Se3,166,Bi,c,-1.0378,-1.0378,2.0756,0,-0.902,0.0809,0.6308,-0.9896,0.3754,1.8916
JVASP-1068,Bi2Se3,166,Se,a,-3.2244,-3.2244,6.4488,0,-2.8024,0.2512,1.9599,-3.0749,1.1665,5.8773
JVASP-1068,Bi2Se3,166,Se,c,0.4546,0.4546,-0.9092,0,0.3951,-0.0354,-0.2763,0.4335,-0.1645,-0.8286
JVASP-10698,Sm3AuO6,2,Sm,i,1.9192,4.2762,-6.1954,0.380443555,2.9054,0.7788,-0.8993,-3.9594,-4.0182,1.054
JVASP-10698,Sm3AuO6,2,Sm,b,-13.6608,-16.8501,30.5109,0.104529857,-16.514,0.3923,-1.1386,0.102,20.6939,16.4121
JVASP-10698,Sm3AuO6,2,Au,a,-7.8584,-19.086,26.9444,0.41669512,15.7274,-0.8253,16.9354,-15.7223,-6.423,-0.0051
JVASP-10698,Sm3AuO6,2,O,i,-5.2026,-7.8913,13.0939,0.205339891,-4.8317,6.6775,-1.779,7.8286,-5.9861,-2.9969
JVASP-107,SiC,186,Si,b,-0.0119,-0.0119,0.0239,0,-0.0119,0,0,-0.0119,0,0.0239
JVASP-107,SiC,186,Si,a,-0.1714,-0.1714,0.3429,0,-0.1714,0,0,-0.1714,0,0.3429
JVASP-107,SiC,186,C,b,-0.1088,-0.1088,0.2176,0,-0.1088,0,0,-0.1088,0,0.2176
JVASP-107,SiC,186,C,a,-0.0222,-0.0223,0.0446,0.002242152,-0.0223,0,0,-0.0222,0,0.0446
JVASP-1070,Sb2Te3,166,Sb,c,-0.5226,-0.5226,1.0452,0,-0.4567,0.0392,0.3123,-0.4993,0.1857,0.956
JVASP-1070,Sb2Te3,166,Te,c,0.8626,0.8626,-1.7252,0,0.7537,-0.0647,-0.5154,0.8241,-0.3064,-1.5778
JVASP-1070,Sb2Te3,166,Te,a,-5.1112,-5.1112,10.2224,0,-4.4662,0.3835,3.054,-4.8832,1.8157,9.3495
JVASP-1071,Sb2Te3,166,Sb,c,-0.6858,-0.6859,1.3717,7.29E-05,-0.5993,0.0514,0.4098,-0.6552,0.2436,1.2545
JVASP-1071,Sb2Te3,166,Te,c,-0.3921,-0.3922,0.7843,0.000127502,-0.3427,0.0294,0.2343,-0.3746,0.1393,0.7173
JVASP-1071,Sb2Te3,166,Te,a,-4.757,-4.7572,9.5142,2.10E-05,-4.1568,0.3569,2.8425,-4.5448,1.6899,8.7017
JVASP-1072,SiGe,186,Si,b,-0.1746,-0.1747,0.3493,0.000286287,-0.1746,0,0,-0.1747,0,0.3493
JVASP-1072,SiGe,186,Ge,b,-0.4714,-0.4718,0.9432,0.000424088,-0.4718,0,0,-0.4714,0,0.9432
JVASP-1073,SiGe,186,Si,b,-0.1842,-0.1842,0.3683,0,-0.1842,0,0,-0.1842,0,0.3683
JVASP-1073,SiGe,186,Ge,b,-0.4967,-0.4967,0.9934,0,-0.4967,0,0,-0.4967,0,0.9934
JVASP-10786,Zr2SN2,194,Zr,f,-2.3925,-2.393,4.7855,0.000104482,-2.393,0,0,-2.3925,0,4.7855
JVASP-10786,Zr2SN2,194,S,b,-0.7146,-0.7147,1.4293,7.00E-05,-0.7147,0,0,-0.7146,0,1.4293
JVASP-10786,Zr2SN2,194,N,f,0.139,0.139,-0.278,0,0.139,0,0,0.139,0,-0.278
JVASP-10839,YMnO3,194,Y,a,-5.3646,-5.3648,10.7293,1.86E-05,-5.3646,0,0,-5.3648,0,10.7293
JVASP-10839,YMnO3,194,Mn,c,2.5375,2.5379,-5.0754,7.88E-05,2.5379,0,0,2.5375,0,-5.0754
JVASP-10839,YMnO3,194,O,f,-1.8282,-1.8284,3.6566,5.47E-05,-1.8282,0,0,-1.8284,0,3.6566
JVASP-10839,YMnO3,194,O,b,3.9224,3.9225,-7.845,1.27E-05,3.9225,0,0,3.9224,0,-7.845
JVASP-10852,TiZnBi2O6,99,Ti,b,0.5959,0.5959,-1.1918,0,0.5959,0,0,0.5959,0,-1.1918
JVASP-10852,TiZnBi2O6,99,Zn,b,0.6603,0.6603,-1.3205,0,0.6603,0,0,0.6603,0,-1.3205
JVASP-10852,TiZnBi2O6,99,Bi,a,15.3414,15.3414,-30.6827,0,15.3414,0,0,15.3414,0,-30.6827
JVASP-10852,TiZnBi2O6,99,O,b,1.3333,1.3333,-2.6665,0,1.3333,0,0,1.3333,0,-2.6665
JVASP-10852,TiZnBi2O6,99,O,c,1.1496,2.5935,-3.7431,0.38574978,2.5935,0,0,-3.7431,0,1.1496
JVASP-10862,Al2Se3,9,Al,a,0.6206,1.1742,-1.7947,0.30846381,-1.4485,0.3233,0.7836,0.9879,-0.3616,0.4606
JVASP-10862,Al2Se3,9,Se,a,5.8466,15.7818,-21.6284,0.459358991,10.0265,4.22,-10.4689,8.1164,-0.5717,-18.1429
JVASP-10867,CSi,160,C,a,-0.0072,-0.0072,0.0144,0,-0.0069,0.0002,0.0026,-0.0071,0.0015,0.014
JVASP-10867,CSi,160,Si,a,-0.1325,-0.1325,0.265,0,-0.1267,0.0034,0.0475,-0.1305,0.0277,0.2572
JVASP-10868,B2O6MgSn,148,B,c,-1.724,-1.724,3.4481,0,-0.8948,0.5455,1.8176,-1.3652,1.1956,2.2601
JVASP-10868,B2O6MgSn,148,O,f,0.8217,7.1838,-8.0055,0.794716133,-5.0912,3.5358,-4.6861,0.7619,-1.0497,4.3293
JVASP-10868,B2O6MgSn,148,Mg,a,0.3189,0.3191,-0.638,0.00031348,0.1654,-0.101,-0.3363,0.2527,-0.2213,-0.4181
JVASP-10868,B2O6MgSn,148,Sn,b,0.841,0.8413,-1.6823,0.000178327,0.4363,-0.2662,-0.8868,0.6662,-0.5834,-1.1025
JVASP-10878,Be2N2Ca,140,Be,h,-0.6318,-0.9398,1.5716,0.195978621,-0.4695,-0.7146,-0.6002,0.1462,0.9121,0.3233
JVASP-10878,Be2N2Ca,140,N,h,-1.5086,-1.663,3.1716,0.048682053,-0.7271,-1.1871,-1.3174,0.2944,2.001,0.4326
JVASP-10878,Be2N2Ca,140,Ca,a,0.3309,0.331,-0.662,0.000151057,0.1608,0.2584,0.2706,-0.0613,-0.411,-0.0995
JVASP-10879,Be2N2Sr,140,Be,h,-0.6604,-0.9277,1.5881,0.168314338,-0.4615,-0.677,-0.6368,0.0554,0.9247,0.4061
JVASP-10879,Be2N2Sr,140,N,h,-1.3896,-2.1884,3.578,0.223253214,-1.0913,-1.5931,-1.4069,0.1247,2.0429,0.9666
JVASP-10879,Be2N2Sr,140,Sr,a,2.3222,2.3224,-4.6446,4.31E-05,1.1441,1.7109,1.9731,-0.1621,-2.8651,-0.9821
JVASP-10934,FeO2,136,Fe,b,0.2173,2.308,-2.5253,0.827901635,0.0543,-1.3012,-1.1197,1.5567,-0.6464,-1.611
JVASP-10934,FeO2,136,O,f,2.3871,5.305,-7.6921,0.379337242,1.3265,5.2069,-1.1911,-4.6859,-0.6877,3.3594
JVASP-10970,NF6S2Sb,12,N,d,0.8819,0.9768,-1.8587,0.051057191,0.4122,0.6399,0.9342,0.1859,-1.0149,-0.5981
JVASP-10970,NF6S2Sb,12,F,i,-7.7805,-8.861,16.6416,0.064927651,8.4741,6.6419,9.8726,-5.5821,3.2784,-2.892
JVASP-10970,NF6S2Sb,12,F,j,-7.2874,-8.5211,15.8085,0.078040295,-4.5971,-8.5635,-1.3473,11.9669,1.8269,-7.3698
JVASP-10970,NF6S2Sb,12,S,i,-7.0486,-7.0921,14.1407,0.003076227,-2.7705,-4.81,-7.0151,-1.6706,7.9074,4.4412
JVASP-10970,NF6S2Sb,12,Sb,a,0.2158,0.4435,-0.6593,0.345366298,-0.2169,-0.244,-0.3632,0.2326,-0.3111,-0.0157
JVASP-10971,O6YBa2Ta,87,O,h,0.3817,0.5537,-0.9354,0.183878555,0.2646,-0.2349,0.3577,-0.0815,0.6522,-0.1831
JVASP-10971,O6YBa2Ta,87,O,e,0.5198,0.5198,-1.0396,0,0.2602,-0.3666,-0.4506,0.0021,-0.6363,-0.2622
JVASP-10971,O6YBa2Ta,87,Y,a,-0.0264,-0.0266,0.053,0.003773585,-0.0131,0.0187,0.0231,-0.0001,0.0325,0.0132
JVASP-10971,O6YBa2Ta,87,Ba,d,1.384,1.3842,-2.7682,7.22E-05,0.6929,-0.9763,-1.1997,0.0055,-1.6943,-0.6983
JVASP-10971,O6YBa2Ta,87,Ta,b,-0.1666,-0.1675,0.3341,0.002693804,-0.0831,0.1177,0.1451,-0.0005,0.2045,0.0837
JVASP-10974,O6GaSr2Ta,87,O,h,-1.7592,-2.1066,3.8658,0.08986497,-0.5152,1.5996,-2.0218,-0.4888,-1.9586,1.0039
JVASP-10974,O6GaSr2Ta,87,O,e,-1.7704,-1.7704,3.5407,0,-0.8856,1.2505,1.5338,-0.0031,2.1678,0.8886
JVASP-10974,O6GaSr2Ta,87,Ga,a,-0.2524,-0.2525,0.505,0.00019802,-0.1262,0.1783,0.2188,-0.0005,0.3092,0.1267
JVASP-10974,O6GaSr2Ta,87,Sr,d,1.5189,1.519,-3.0379,3.29E-05,0.7599,-1.0729,-1.316,0.0025,-1.8599,-0.7623
JVASP-10974,O6GaSr2Ta,87,Ta,b,-0.5828,-0.5834,1.1662,0.000514492,-0.2913,0.4117,0.5053,-0.0016,0.714,0.293
JVASP-10991,K2ZnTe2,72,K,j,-0.0708,-0.8131,0.8839,0.839800882,0.6243,-0.0937,-0.593,-0.1536,-0.2141,-0.4707
JVASP-10991,K2ZnTe2,72,Zn,a,-0.0926,-0.4263,0.5189,0.643091154,-0.3516,-0.1004,0.1707,0.3885,-0.2295,-0.0369
JVASP-10991,K2ZnTe2,72,Te,j,10.4418,12.8913,-23.333,0.104980071,12.1267,-3.4153,-1.7465,-21.0283,-7.8017,8.9016
JVASP-110,BaTiO3,99,Ba,b,0.3321,0.3321,-0.6642,0,0.3321,0,0,0.3321,0,-0.6642
JVASP-110,BaTiO3,99,Ti,a,-0.7021,-0.7021,1.4042,0,-0.7021,0,0,-0.7021,0,1.4042
JVASP-110,BaTiO3,99,O,c,-1.0555,-1.604,2.6595,0.206241775,2.6595,0,0,-1.604,0,-1.0555
JVASP-110,BaTiO3,99,O,a,-0.8394,-0.8394,1.6789,0,-0.8394,0,0,-0.8394,0,1.6789
JVASP-11007,Ba3SbN,194,Ba,h,-0.5936,-5.9071,6.5007,0.817373514,1.18,-3.0719,0,4.7271,0,-5.9071
JVASP-11007,Ba3SbN,194,Sb,c,-1.7427,-1.7428,3.4855,2.87E-05,-1.7428,0,0,-1.7427,0,3.4855
JVASP-11007,Ba3SbN,194,N,a,0.3524,0.3524,-0.7048,0,0.3524,0,0,0.3524,0,-0.7048
JVASP-1104,TePb,225,Te,a,0,0,0,0,0,0,0,0,0,0
JVASP-1104,TePb,225,Pb,b,-0.0001,-0.0001,0.0002,0,0,0.0001,0.0001,0.0001,0.0001,0
JVASP-11068,Be2N2Ba,140,Be,h,-0.6682,-0.9299,1.5981,0.163756961,-0.344,0.4481,0.7401,-0.0487,1.023,0.3928
JVASP-11068,Be2N2Ba,140,N,h,-1.4262,-2.567,3.9931,0.28569282,-0.7439,0.9432,1.9204,-0.1224,2.6546,0.8663
JVASP-11068,Be2N2Ba,140,Ba,a,8.6414,8.6417,-17.2831,1.74E-05,4.3965,-5.8682,-7.5893,0.5296,-10.4909,-4.9261
JVASP-11078,O6Ba2HoTa,87,O,h,0.3879,0.524,-0.9119,0.149248821,0.1199,-0.294,0.4718,0.0674,0.5406,-0.1873
JVASP-11078,O6Ba2HoTa,87,O,e,0.4969,0.4969,-0.9939,0,0.2488,-0.3503,-0.4309,0.0024,-0.6082,-0.2512
JVASP-11078,O6Ba2HoTa,87,Ba,d,1.1139,1.114,-2.2279,4.49E-05,0.5576,-0.7853,-0.9659,0.0053,-1.3635,-0.563
JVASP-11078,O6Ba2HoTa,87,Ho,a,-0.036,-0.0363,0.0723,0.004149378,-0.0181,0.0255,0.0313,-0.0003,0.0441,0.0184
JVASP-11078,O6Ba2HoTa,87,Ta,b,-0.1399,-0.1403,0.2801,0.001428061,-0.0702,0.0988,0.1215,-0.0008,0.1713,0.071
JVASP-1108,SnS,62,Sn,c,3.7652,7.1742,-10.9395,0.311623018,3.7652,0,0,1.9661,8.1984,-5.7313
JVASP-1108,SnS,62,S,c,1.8475,1.8485,-3.6961,0.000270555,1.8475,0,0,-0.6704,-2.7607,-1.1772
JVASP-11082,O3SrHf,74,O,g,0.1952,0.8409,-1.0361,0.623202394,0.1682,0.6296,-0.5307,0.222,0.3413,-0.3902
JVASP-11082,O3SrHf,74,O,e,-0.579,-0.6868,1.2657,0.085170262,0.7872,0.0254,0.8295,-0.615,-0.0441,-0.1722
JVASP-11082,O3SrHf,74,Sr,e,1.1712,3.1716,-4.3427,0.460635089,1.0435,-1.7714,0.2213,-1.8309,3.0704,0.7874
JVASP-11082,O3SrHf,74,Hf,a,0.5612,2.6325,-3.1937,0.648558099,2.1043,-0.2028,0.9156,-3.1494,0.3512,1.0451
JVASP-1109,SnS,62,Sn,c,3.6498,6.9501,-10.5999,0.311351994,3.6498,0,0,2.074,7.8613,-5.7238
JVASP-1109,SnS,62,S,c,1.6736,1.7217,-3.3954,0.014166225,1.7217,0,0,-0.6154,-2.5226,-1.1064
JVASP-1110,SnS,62,Sn,c,3.4854,7.2482,-10.7336,0.350562719,3.4854,0,0,2.4119,7.9735,-5.8972
JVASP-1110,SnS,62,S,c,1.2437,1.5246,-2.7683,0.101470216,1.5246,0,0,-0.3695,-1.9672,-1.1551
JVASP-11110,Ca3N2,194,Ca,b,-5.8743,-5.8743,11.7486,0,-5.8743,0,0,-5.8743,0,11.7486
JVASP-11110,Ca3N2,194,Ca,f,-1.3366,-1.3367,2.6733,3.74E-05,-1.3366,0,0,-1.3367,0,2.6733
JVASP-11110,Ca3N2,194,N,d,-1.8416,-1.8417,3.6833,2.71E-05,-1.8416,0,0,-1.8417,0,3.6833
JVASP-11110,Ca3N2,194,N,a,-1.0706,-1.0706,2.1412,0,-1.0706,0,0,-1.0706,0,2.1412
JVASP-11117,Se3PrLu,63,Se,c,-0.8055,-3.7685,4.5739,0.64780603,-0.8055,0,0,4.5739,0,-3.7685
JVASP-11117,Se3PrLu,63,Se,f,2.0547,2.3904,-4.4451,0.075521361,2.3904,0,0,-1.743,-3.2034,-0.6474
JVASP-11117,Se3PrLu,63,Pr,c,1.2409,5.8462,-7.0871,0.649814452,-7.0871,0,0,1.2409,0,5.8462
JVASP-11117,Se3PrLu,63,Lu,a,2.6899,4.1541,-6.844,0.213939217,2.6899,0,0,1.3753,4.7791,-4.0652
JVASP-11118,Se3NdLu,63,Se,c,-0.7122,-3.7781,4.4903,0.682782888,-0.7122,0,0,4.4903,0,-3.7781
JVASP-11118,Se3NdLu,63,Se,f,2.0945,2.338,-4.4325,0.054935138,2.338,0,0,-1.7031,-3.2195,-0.635
JVASP-11118,Se3NdLu,63,Nd,c,1.111,6.6486,-7.7596,0.713645033,-7.7596,0.0002,0,1.111,0,6.6486
JVASP-11118,Se3NdLu,63,Lu,a,2.7326,3.966,-6.6985,0.184130776,2.7326,0.0004,0,1.0463,4.7552,-3.7789
JVASP-11119,O3ZnSn,161,O,b,-0.1556,-6.6986,6.8542,0.954597181,-0.9219,-2.967,-0.0355,-1.9339,-5.5463,2.8558
JVASP-11119,O3ZnSn,161,Zn,a,-2.9831,-2.9831,5.9662,0,-1.1769,1.2442,3.3695,-2.126,2.3212,3.3029
JVASP-11119,O3ZnSn,161,Sn,a,-0.6701,-0.6702,1.3403,7.46E-05,-0.2642,0.2795,0.757,-0.4776,0.5215,0.7419
JVASP-11123,O6SrTeBa2,148,O,f,-4.5626,-5.4304,9.993,0.086840789,-4.3149,-2.1024,3.2463,0.2074,-6.5084,4.1075
JVASP-11123,O6SrTeBa2,148,Sr,a,-0.8624,-0.8625,1.7249,5.80E-05,-0.2825,0.4111,0.9975,-0.571,0.7072,0.8535
JVASP-11123,O6SrTeBa2,148,Te,b,0.0197,0.0197,-0.0394,0,0.0065,-0.0094,-0.0228,0.013,-0.0161,-0.0195
JVASP-11123,O6SrTeBa2,148,Ba,c,-1.7922,-1.7924,3.5846,5.58E-05,-0.5871,0.8544,2.073,-1.1866,1.4697,1.7737
JVASP-11125,As2Rb2Pt,63,As,g,-5.8955,-7.4994,13.3949,0.119739602,-5.8955,0,0,5.1999,-10.2015,0.6956
JVASP-11125,As2Rb2Pt,63,Rb,c,-0.0038,-4.7182,4.722,0.998390512,-0.0038,0,0,3.0353,-3.6164,-3.0315
JVASP-11125,As2Rb2Pt,63,Pt,a,-1.1565,-20.9248,22.0814,0.895246678,-1.5382,9.0452,19.393,-0.4684,1.4753,2.0067
JVASP-1113,SPb,225,S,b,0,0,-0.0001,0,0,0,0,0,0,0
JVASP-1113,SPb,225,Pb,a,0,0.0001,-0.0001,1,0,0,-0.0001,0,-0.0001,0
JVASP-11135,O3TiCd,148,O,f,-0.1639,-2.6011,2.765,0.881446655,2.4818,0.9702,0.6817,-1.967,-0.8161,-0.5147
JVASP-11135,O3TiCd,148,Ti,c,-1.1371,-1.1373,2.2744,8.79E-05,-0.5026,0.429,1.2562,-0.8471,0.8494,1.3497
JVASP-11135,O3TiCd,148,Cd,c,-1.2535,-1.2536,2.5072,3.99E-05,-0.5541,0.473,1.3848,-0.9338,0.9364,1.4878
JVASP-11136,RbNO3,59,Rb,b,0.0451,3.002,-3.047,0.970429931,0.0451,0,0,3.002,0,-3.047
JVASP-11136,RbNO3,59,N,a,0.2238,0.2455,-0.4693,0.046239079,0.2238,0,0,-0.4693,0,0.2455
JVASP-11136,RbNO3,59,O,e,-1.2398,-20.2149,21.4547,0.884426256,-9.8012,0,-18.0413,-1.2398,0,11.0409
JVASP-11136,RbNO3,59,O,a,-1.7052,-19.968,21.6732,0.842644372,21.6732,0,0,-1.7052,0,-19.968
JVASP-11152,F4Pd,43,F,b,-16.4084,-16.8427,33.251,0.013061261,-9.503,-10.5213,13.7291,-0.3792,-20.8814,9.8822
JVASP-11152,F4Pd,43,Pd,a,0.8454,2.021,-2.8664,0.410131175,0.6871,-0.9577,1.3333,-1.1774,1.6623,0.4903
JVASP-11153,O2Cu2Sr,141,O,e,1.0172,2.7783,-3.7955,0.463996838,-2.7925,-0.3281,2.0593,2.3604,-0.6736,0.4321
JVASP-11153,O2Cu2Sr,141,Cu,c,1.8006,6.0884,-7.889,0.543516289,0.4575,0.481,3.7022,4.0065,-4.3866,-4.4639
JVASP-11153,O2Cu2Sr,141,Sr,b,3.9997,3.9998,-7.9995,1.25E-05,2.2446,-2.2355,-3.6031,1.1527,-4.5891,-3.3973
JVASP-1116,SePb,225,Se,b,0,0,0.0001,0,0,0,0,0,0,0
JVASP-1116,SePb,225,Pb,a,-0.0001,-0.0002,0.0003,0.333333333,-0.0002,0.0001,-0.0001,0.0002,-0.0001,-0.0001
JVASP-11167,O3TiZn,148,O,f,-0.0002,-2.9712,2.9714,0.999865383,2.486,1.4098,0.8072,-1.713,-1.1547,-0.773
JVASP-11167,O3TiZn,148,Ti,c,-1.4492,-1.4494,2.8986,6.90E-05,-0.6034,0.5775,1.6212,-1.0549,1.1072,1.6583
JVASP-11167,O3TiZn,148,Zn,c,-1.0875,-1.0876,2.1751,4.60E-05,-0.4528,0.4334,1.2166,-0.7916,0.8308,1.2445
JVASP-11173,O3AlNd,221,O,d,-0.3352,-0.3353,0.6705,0.000149142,0.3338,0.4746,-0.0041,0.0014,-0.0029,-0.3352
